GroupID,object,spt,npoints,median_mjd,pseudomag,ra_mean,dec_mean,ra_median,dec_median,ra_std,dec_std,ra_skew,dec_skew,ra_kurtosis,dec_kurtosis,semi_major_axis,semi_minor_axis,position_angle,bbox_width,bbox_height,bbox_diagonal,spatial_density,time_span,min_mjd,max_mjd,bbox,EC,CP,LP,I2,P3,HAM,EGG,SCI,CAL
935,HD89839;HD 89839;;;;;;;;;,F7;;G2;;;;;;;;,121,54541.2263803588,7.086106585046606,155.17002387785124,-53.66479611570248,155.17034694,-53.66472,8.600479860903842,6.5768354117428744,-0.23315115511404,-1.5196066549245415,0.12612765306385,4.132954793630289,22.68864845756029,13.693368147667499,62.10566196402613,37.83600000001286,48.2910120000156,61.348062202376234,0.06622376178178907,2537753.369326226,53056.2340496875,60004.22410944445,"[(-53.67125, 155.16259388), (-53.67125, 155.17600805), (-53.66074, 155.17600805), (-53.66074, 155.16259388)]",121,0,0,0,121,121,0,121,0
936,HD89920;;;;;;;;;;,G8;;;;;;;;;;,25,55586.33223741898,9.272345347077115,155.4602356632,-44.5117584,155.46059111,-44.51158,7.421466770278631,4.488990692792351,-0.45041469098078046,0.04091724852373768,-0.45964530534985437,0.8960920984182086,18.364170348788885,10.651545583397516,79.61670507641944,20.84400000001665,28.692000000000917,35.46411143678559,0.04180210213337602,1053035.37864914,53056.23765008102,55939.29139039352,"[(-44.51427, 155.45558611), (-44.51427, 155.46355611), (-44.50848, 155.46355611), (-44.50848, 155.45558611)]",25,0,0,0,25,25,0,25,0
937,HIP-54102;HD96116;HIP54102;HD 96116;;;;;;;,G2V;G3;G2;;;;;;;;,43,55983.26438440972,8.75686678876943,166.05684220511628,-57.76636325581396,166.05660194,-57.76671,7.309799147436909,6.792551460881977,0.5025106482835813,-0.3732575851555948,-0.5140548725236735,1.3096419106415702,21.49313168858642,11.600890331825212,48.835624457799284,33.552000000008775,27.47901600006344,43.368571850273455,0.04663896085458588,2563625.4979889686,53056.28154496528,60075.1056325463,"[(-57.77167, 166.05373805), (-57.77167, 166.06137111), (-57.76235, 166.06137111), (-57.76235, 166.05373805)]",43,0,0,0,43,43,0,43,0
938,HD95406;;;;;;;;;;,G8;;;;;;;;;;,5,53056.29636771991,8.640857099179248,165.08821483,-32.781142,165.08840611,-32.78112,3.5457741473506657,4.238027276929278,-0.050473918475220064,0.03578762817185426,-1.6254159637314676,-1.6704683140314411,13.406703060289908,1.7848948353051641,140.26770633289487,9.288000000006491,7.851996000033523,12.162268915982043,0.06855951361901422,114352.04125399227,53056.29636771991,53369.37519387731,"[(-32.78235, 165.08720194), (-32.78235, 165.08938305), (-32.77977, 165.08938305), (-32.77977, 165.08720194)]",5,0,0,0,5,5,0,5,0
939,HD103197;;;;;;;;;;,K1;;;;;;;;;;,64,54548.26815255787,8.477714943094824,178.2229788890625,-50.292906875,178.22328,-50.293045,6.60411641928553,3.4113175502420674,-0.44980027622266794,0.3954796363311242,0.3250187062746286,-1.1717533881011402,16.303679497342312,8.074739532933682,81.37049320766288,12.635999999994851,30.09999600003539,32.64472783164253,0.16826892448022093,1884283.8318118947,53056.30708012731,58215.1950522338,"[(-50.29437, 178.21856), (-50.29437, 178.22692111), (-50.29086, 178.22692111), (-50.29086, 178.21856)]",64,0,0,0,64,64,0,64,0
940,HD103746;;;;;;;;;;,F3;;;;;;;;;;,2,53056.34707542824,5.649620802235648,179.184012495,-47.072915,179.184012495,-47.072915,4.681049719886969,1.9600999974562985,4.636777403691778e-11,0.0,-2.0,-2.0,,,,2.7720000000101663,6.620004000058088,7.176937854046212,0.10898795854077195,1440.463937119548,53056.34707542824,53060.29085075232,"[(-47.0733, 179.18309305), (-47.0733, 179.18493194), (-47.07253, 179.18493194), (-47.07253, 179.18309305)]",2,0,0,0,2,2,0,2,0
941,HD104760A;;;;;;;;;;,G2;;;;;;;;;;,11,54143.31062834491,7.227435270644675,180.9441791109091,-44.123087272727275,180.94402805,-44.12327,5.083075688335961,2.1538767754073755,-0.08097058046289186,0.7127291934839216,-0.5141586760063781,-0.6768595719741555,12.590292676410643,4.906251158915206,80.42215604578288,6.552000000007752,17.804987999988953,18.972250833252552,0.0942924914566488,1874401.8360424426,53056.3506952662,58188.18323747686,"[(-44.1238, 180.94154111), (-44.1238, 180.94648694), (-44.12198, 180.94648694), (-44.12198, 180.94154111)]",11,0,0,0,11,11,0,11,0
942,HD105938;;;;;;;;;;,F7;;;;;;;;;;,16,54559.22131005787,5.921338040501332,182.912234405625,-54.4180725,182.91207347,-54.418395000000004,7.415122407743473,3.9521485802028553,-0.09320240412805418,0.38086779754135014,0.7755791898654429,-0.8312615492482975,19.447244881653347,6.692559089861019,67.50974288353173,13.319999999981746,32.16999600002737,34.81854452215501,0.0373391778227708,1874405.496815517,53056.35563768519,58188.19820254629,"[(-54.41972, 182.90783194), (-54.41972, 182.91676805), (-54.41602, 182.91676805), (-54.41602, 182.90783194)]",16,0,0,0,16,16,0,16,0
943,HD106290;;;;;;;;;;,G1;;;;;;;;;;,24,54171.30528052084,7.681342612366294,183.46952534333332,-55.208584583333334,183.46920444,-55.20896,7.466729297838629,3.7174170204999073,0.6669888029689519,0.6843367252254687,-0.08704481151664911,-0.2730792741846546,18.967188932133247,7.552947580861204,73.04474397080853,14.615999999983842,28.6780319999707,32.18783893632611,0.057257629282171055,2278036.5861467784,53056.36118474537,59293.285445243055,"[(-55.2101, 183.46624888), (-55.2101, 183.474215), (-55.20604, 183.474215), (-55.20604, 183.46624888)]",24,0,0,0,24,24,0,24,0
944,HD108063;;;;;;;;;;,G4;;;;;;;;;;,60,55663.193637476856,5.794675577056513,186.2867512086667,-42.51504833333333,186.28711388,-42.514984999999996,8.012392436873105,4.407771903415216,-0.18604539026692377,-0.90160060574114,-1.1049697792541469,0.39543355181826234,19.740743636553223,10.55043662577993,82.2332458502639,19.079999999993902,29.869019999955526,35.44297893458605,0.10528146179740754,2530757.018795398,53056.36780057871,59985.20289652778,"[(-42.51864, 186.28245805), (-42.51864, 186.290755), (-42.51334, 186.290755), (-42.51334, 186.28245805)]",60,0,0,0,60,60,0,60,0
945,HD38385;;;;;;;;;;,F3;;;;;;;;;;,28,55582.25387458333,5.646976431904371,85.87597774464287,-39.40689714285714,85.87579152500001,-39.406679999999994,7.335145360096801,3.5272632855663844,1.0804258851775732,-0.7640123122998888,0.9409177858076858,0.691118403461183,18.28704363858869,7.9033843322769,102.163821013712,16.452000000003864,29.988000000003012,34.20450917642743,0.05675339266104086,2273655.5656834096,53057.09164770834,59282.02132788194,"[(-39.40954, 85.87309111), (-39.40954, 85.88142111), (-39.40497, 85.88142111), (-39.40497, 85.87309111)]",28,0,0,0,27,27,0,28,0
946,HD52449;;;;;;;;;;,F8;;;;;;;;;;,44,55315.00248105324,6.78322103182035,103.31650438340908,-74.72352863636364,103.318047495,-74.723635,31.471199374612127,5.957616621223966,-0.6090396901826756,0.12789750514506723,-0.43628348958832985,-0.6809121994704661,77.12656136135861,14.065478363386257,87.09188925877804,25.524000000018532,124.17098400003397,126.76714023570003,0.013883015796416919,2383669.4510388095,53057.09942929398,59583.23071208333,"[(-74.72686, 103.29527694), (-74.72686, 103.32976888), (-74.71977, 103.32976888), (-74.71977, 103.29527694)]",44,0,0,0,43,43,0,44,0
947,HIP33392;;;;;;;;;;,K0;;;;;;;;;;,6,53057.1304296875,9.845279396511224,104.183456985,-60.688645,104.18148999499999,-60.688325000000006,13.414911420747066,5.384606058016535,0.652982364975921,-0.34825042157462294,-1.482451358631501,-1.4222660303825567,32.964212406765085,12.853135838464297,95.51144572860548,13.176000000012777,29.682000000008202,32.47503810622589,0.015341735940722016,2228840.829624678,53057.1304296875,59159.36404946759,"[(-60.69066, 104.18020388), (-60.69066, 104.18844888), (-60.687, 104.18844888), (-60.687, 104.18020388)]",6,0,0,0,5,5,0,6,0
948,HD89668;;;;;;;;;;,K3;;;;;;;;;;,6,55315.11516267361,9.161920146305832,155.18110999666666,-1.4699166666666665,155.18108555499998,-1.4701849999999999,9.52237355501824,5.217276530911846,-0.18111391013359054,0.31539808975561606,-1.233745562094007,-0.45576481857562134,24.737198135555026,9.71511211373819,68.63456552981168,15.69600000000051,25.67602800008899,30.09356791511053,0.014887933481789269,1082560.9099613116,53057.24365275463,56021.13389221065,"[(-1.47195, 155.17727888), (-1.47195, 155.18441111), (-1.46759, 155.18441111), (-1.46759, 155.17727888)]",6,0,0,0,6,6,0,6,0
949,BD-173088;;;;;;;;;;,K7;;;;;;;;;;,5,53057.25289696759,9.902467620175631,153.031990608,-18.617234,153.031935,-18.61745,4.924961425184342,2.932796072015755,0.05581028477439948,0.4582544964611212,-1.6410832566872693,-0.7533692504635194,13.776215071329371,2.6569562484340628,119.55983561198825,7.920000000007121,11.187971999947877,13.707556947601221,0.0564278433406434,157720.018329905,53057.25289696759,53489.06677329861,"[(-18.61821, 153.03048111), (-18.61821, 153.03358888), (-18.61601, 153.03358888), (-18.61601, 153.03048111)]",5,0,0,0,5,5,0,5,0
950,HIP54418;;;;;;;;;;,K7;;;;;;;;;;,6,53063.27511159722,9.709388803731951,167.02573536666668,-28.26883666666667,167.02590207999998,-28.26884,4.533181472006483,1.80340477985365,-0.9603540128964628,-0.020505053669874786,0.08575026867804958,-1.315077689871994,11.509420252111221,3.1829303766391934,73.94817345040785,4.787999999997794,13.467995999974391,14.293769980495176,0.09304523346184249,32056.127628193557,53057.302130578704,53145.06702483796,"[(-28.26951, 167.02344), (-28.26951, 167.02718111), (-28.26818, 167.02718111), (-28.26818, 167.02344)]",6,0,0,0,6,6,0,6,0
951,HIP54597;;;;;;;;;;,K5;;;;;;;;;;,73,56311.20450032408,9.458384956124123,167.60920079123287,-29.414242465753425,167.60888,-29.41394,7.16282786947993,6.076077032884589,0.5271247229815463,-0.23714710934458447,-0.6336935055425998,0.31098006104259657,17.677205488240343,14.69936304648497,76.69162433227298,33.15599999999819,28.965995999931238,44.02668804563786,0.07601026782474796,2550124.9008944584,53057.30885762732,60039.17032482639,"[(-29.41848, 167.60603194), (-29.41848, 167.61407805), (-29.40927, 167.61407805), (-29.40927, 167.60603194)]",73,0,0,0,73,73,0,73,0
952,HD116284;;;;;;;;;;,K0;;;;;;;;;;,9,57489.1304290625,6.350037885312859,201.16170931666667,-70.43120333333334,201.16351611,-70.43076,25.728503024849203,5.83311100529348,-0.8878517844863434,-0.2908842540016388,-0.011495458094218147,-0.8863963250203968,63.57194754875893,11.323867130102554,82.00955276856102,18.25200000001246,83.68498800002726,85.65227796483384,0.005892295126364882,1618697.1546099398,53057.37915018518,57489.1304290625,"[(-70.43378, 201.14709305), (-70.43378, 201.17033888), (-70.42871, 201.17033888), (-70.42871, 201.14709305)]",9,0,0,0,9,9,0,9,0
953,HD117359;;;;;;;;;;,K0;;;;;;;;;;,23,54872.3174343287,9.057481407197352,202.93447315913042,-67.41739217391304,202.93390388,-67.41721,17.966907242496287,5.592011246967598,-0.1895095139702937,-1.6375054042134791,-0.8919574658693099,4.86942529039803,44.203517513845625,12.936165976488612,83.92687991596036,29.483999999996513,68.45799599998372,74.53726230774498,0.011395076674720723,2408052.48158553,53057.38255369213,59650.27093585648,"[(-67.42282, 202.92444), (-67.42282, 202.94345611), (-67.41463, 202.94345611), (-67.41463, 202.92444)]",23,0,0,0,23,23,0,23,0
954,HD117938;;;;;;;;;;,K4;;;;;;;;;;,4,53508.1702362963,9.019600193194078,203.5786989525,-36.52369,203.579263465,-36.52389,9.468141540129002,2.832965936954437,-0.6978027734705151,0.5012869178451579,-0.8886161469714029,-1.3609782920580764,23.61935903473863,5.222570012077218,101.42144986913699,5.976000000003978,22.468031999994764,23.249194350618613,0.029790951109457616,805007.3540482875,53057.39246608797,55261.382484016205,"[(-36.52432, 203.57501388), (-36.52432, 203.581255), (-36.52266, 203.581255), (-36.52266, 203.57501388)]",4,0,0,0,4,4,0,4,0
