# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Sun Jul  3 13:53:27 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS + Spitzer (IRAC+MIPS) + WISE
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag   IRAC_3.6mag  IRAC_4.5mag  IRAC_5.8mag  IRAC_8.0mag  MIPS_24mag  MIPS_70mag  MIPS_160mag  W1mag   W2mag   W3mag   W4mag
0.0152 0.01508 9.00000 2.3087971210 2.5796773434    2.276  3.244  3.5676  0.774    8  0.552  0.386    42.72    25.96    17.60    13.39    10.96  3 -9.79e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.340 -5.081 -5.890 -6.149 -6.261 -6.106 -6.206 -6.283 -6.471 -10.972 -14.405 -6.241 -6.099 -6.320 -6.421
0.0152 0.01508 9.00000 2.3088016510 2.5796775818    2.276  3.198  3.5727  0.840    8  0.553  0.386    37.51    23.04    15.70    11.93     9.76  4 -8.01e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.226 -4.953 -5.750 -6.001 -6.109 -5.958 -6.052 -6.129 -6.312 -10.814 -14.247 -6.091 -5.951 -6.165 -6.263
0.0152 0.01508 9.00000 2.3088078499 2.5796775818    2.275  3.262  3.5657  0.748    8  0.553  0.386    44.90    27.17    18.38    14.00    11.46  3 -1.06e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.384 -5.131 -5.943 -6.206 -6.319 -6.163 -6.265 -6.341 -6.531 -11.033 -14.466 -6.299 -6.156 -6.379 -6.481
0.0152 0.01508 9.00000 2.3088159561 2.5796780586    2.275  3.393  3.5510  0.558    8  0.554  0.386    65.39    38.35    25.55    19.55    16.02  3 -1.87e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.714 -5.504 -6.346 -6.634 -6.759 -6.591 -6.711 -6.786 -6.990 -11.492 -14.925 -6.734 -6.586 -6.828 -6.940
0.0152 0.01508 9.00000 2.3088262081 2.5796782970    2.274  3.525  3.5364  0.367    8  0.554  0.386    95.19    54.12    35.50    27.30    22.39  2 -3.28e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.043 -5.882 -6.746 -7.062 -7.199 -7.026 -7.161 -7.235 -7.454 -11.956 -15.388 -7.168 -7.022 -7.282 -7.404
0.0152 0.01508 9.00000 2.3088386059 2.5796785355    2.274  3.618  3.5260  0.233    8  0.555  0.386   123.96    68.94    44.73    34.53    28.33  2 -4.84e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.274 -6.149 -7.025 -7.362 -7.507 -7.333 -7.478 -7.552 -7.780 -12.281 -15.714 -7.471 -7.331 -7.603 -7.730
0.0152 0.01508 9.00000 2.3088531494 2.5796790123    2.273  3.667  3.5205  0.162    8  0.556  0.386   142.57    78.38    50.56    39.10    32.09  2 -5.94e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.396 -6.290 -7.171 -7.521 -7.671 -7.495 -7.646 -7.720 -7.954 -12.455 -15.887 -7.632 -7.494 -7.774 -7.904
0.0152 0.01508 9.00000 2.3088700771 2.5796794891    2.272  3.687  3.5182  0.132    8  0.557  0.386   151.35    82.79    53.28    41.24    33.85  2 -6.72e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.448 -6.350 -7.234 -7.588 -7.741 -7.564 -7.717 -7.791 -8.028 -12.528 -15.961 -7.700 -7.563 -7.846 -7.977
0.0152 0.01508 9.00000 2.3088893890 2.5796802044    2.271  3.697  3.5171  0.117    8  0.558  0.386   155.80    85.02    54.64    42.31    34.73  2 -7.46e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.474 -6.379 -7.263 -7.621 -7.774 -7.598 -7.751 -7.825 -8.063 -12.564 -15.996 -7.732 -7.597 -7.881 -8.013
0.0152 0.01508 9.00000 2.3088896275 2.5796802044    2.270  3.608  3.5271  0.247    8  0.558  0.386   120.65    67.25    43.68    33.71    27.65  2 -4.67e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.250 -6.121 -6.996 -7.330 -7.475 -7.300 -7.444 -7.518 -7.746 -12.247 -15.680 -7.439 -7.298 -7.569 -7.696
0.0152 0.01508 9.00000 2.3088910580 2.5796802044    2.270  3.500  3.5393  0.403    8  0.559  0.386    88.58    50.66    33.33    25.61    21.00  2 -2.97e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.980 -5.809 -6.670 -6.979 -7.114 -6.941 -7.073 -7.148 -7.364 -11.866 -15.298 -7.084 -6.937 -7.194 -7.314
0.0152 0.01508 9.00000 2.3088939190 2.5796804428    2.270  3.299  3.5622  0.696    8  0.559  0.386    49.73    29.84    20.10    15.33    12.55  3 -1.25e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.477 -5.234 -6.053 -6.322 -6.439 -6.280 -6.385 -6.461 -6.655 -11.157 -14.590 -6.417 -6.273 -6.500 -6.605
0.0152 0.01508 9.00000 2.3088982105 2.5796804428    2.270  3.251  3.5676  0.765    8  0.559  0.386    43.41    26.35    17.85    13.59    11.12  3 -1.02e-08      0.00 6.770e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.358 -5.100 -5.908 -6.168 -6.280 -6.125 -6.224 -6.301 -6.489 -10.991 -14.424 -6.260 -6.118 -6.339 -6.440
0.0152 0.01508 9.00000 2.3089044094 2.5796806812    2.269  3.312  3.5607  0.676    8  0.560  0.386    51.72    30.94    20.81    15.88    13.00  3 -1.33e-08      0.00 6.770e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.511 -5.273 -6.095 -6.367 -6.484 -6.324 -6.432 -6.508 -6.703 -11.205 -14.637 -6.462 -6.318 -6.547 -6.653
0.0152 0.01508 9.00000 2.3089122772 2.5796809196    2.268  3.439  3.5463  0.492    8  0.560  0.386    74.36    43.15    28.59    21.92    17.97  3 -2.29e-08      0.00 6.770e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.827 -5.632 -6.483 -6.779 -6.908 -6.737 -6.862 -6.937 -7.146 -11.648 -15.081 -6.881 -6.733 -6.980 -7.096
0.0152 0.01508 9.00000 2.3089220524 2.5796811581    2.268  3.564  3.5319  0.309    8  0.561  0.386   106.67    60.07    39.22    30.21    24.78  2  -3.9e-08      0.00 6.770e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.141 -5.995 -6.865 -7.189 -7.330 -7.156 -7.296 -7.370 -7.593 -12.094 -15.527 -7.297 -7.153 -7.419 -7.543
0.0152 0.01508 9.00000 2.3089339733 2.5796816349    2.267  3.652  3.5219  0.181    8  0.562  0.386   137.23    75.68    48.89    37.80    31.02  2 -5.63e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.360 -6.249 -7.129 -7.475 -7.624 -7.449 -7.597 -7.671 -7.904 -12.405 -15.838 -7.585 -7.447 -7.725 -7.854
0.0152 0.01508 9.00000 2.3089480400 2.5796818733    2.266  3.697  3.5166  0.114    8  0.563  0.386   156.53    85.38    54.86    42.49    34.88  2 -7.53e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.474 -6.380 -7.265 -7.623 -7.777 -7.601 -7.754 -7.828 -8.067 -12.567 -16.000 -7.735 -7.599 -7.884 -8.017
0.0152 0.01508 9.00000 2.3089644909 2.5796825886    2.264  3.716  3.5145  0.087    8  0.564  0.386   165.19    89.70    57.51    44.57    36.59  2 -9.13e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.520 -6.434 -7.321 -7.684 -7.840 -7.663 -7.818 -7.892 -8.135 -12.634 -16.067 -7.796 -7.662 -7.951 -8.085
0.0152 0.01508 9.00000 2.3089830875 2.5796830654    2.263  3.724  3.5136  0.075    8  0.565  0.386   169.18    91.69    58.72    45.53    37.38  2 -9.95e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.540 -6.457 -7.345 -7.710 -7.867 -7.690 -7.846 -7.921 -8.166 -12.665 -16.098 -7.822 -7.689 -7.981 -8.116
0.0152 0.01508 9.00000 2.3089833260 2.5796830654    2.263  3.652  3.5219  0.180    8  0.565  0.386   137.39    75.76    48.94    37.84    31.05  2 -5.66e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.359 -6.249 -7.129 -7.475 -7.624 -7.449 -7.597 -7.672 -7.904 -12.405 -15.838 -7.585 -7.447 -7.725 -7.854
0.0152 0.01508 9.00000 2.3089847565 2.5796830654    2.262  3.543  3.5345  0.340    8  0.565  0.386   100.28    56.77    37.15    28.60    23.45  2 -3.59e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.086 -5.932 -6.799 -7.118 -7.256 -7.083 -7.220 -7.294 -7.515 -12.016 -15.449 -7.224 -7.080 -7.342 -7.465
0.0152 0.01508 9.00000 2.3089871407 2.5796830654    2.262  3.345  3.5575  0.630    8  0.566  0.386    56.63    33.62    22.53    17.21    14.10  3 -1.55e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.592 -5.363 -6.192 -6.469 -6.589 -6.427 -6.538 -6.614 -6.812 -11.314 -14.747 -6.566 -6.421 -6.654 -6.762
0.0152 0.01508 9.00000 2.3089911938 2.5796833038    2.262  3.296  3.5631  0.701    8  0.566  0.386    49.20    29.56    19.92    15.19    12.43  3 -1.26e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.470 -5.225 -6.042 -6.309 -6.425 -6.267 -6.371 -6.448 -6.641 -11.142 -14.575 -6.404 -6.260 -6.486 -6.591
0.0152 0.01508 9.00000 2.3089966774 2.5796835423    2.261  3.356  3.5562  0.613    8  0.566  0.386    58.47    34.62    23.17    17.71    14.50  3 -1.63e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.619 -5.394 -6.226 -6.505 -6.626 -6.463 -6.576 -6.651 -6.851 -11.353 -14.785 -6.603 -6.457 -6.692 -6.801
0.0152 0.01508 9.00000 2.3090038300 2.5796837807    2.260  3.478  3.5420  0.435    8  0.567  0.386    83.18    47.83    31.54    24.22    19.86  3 -2.74e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.924 -5.744 -6.600 -6.905 -7.037 -6.866 -6.995 -7.070 -7.283 -11.785 -15.218 -7.009 -6.862 -7.115 -7.233
0.0152 0.01508 9.00000 2.3090126514 2.5796840191    2.259  3.598  3.5279  0.257    8  0.568  0.386   117.97    65.88    42.83    33.05    27.11  2 -4.55e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.225 -6.094 -6.968 -7.301 -7.445 -7.271 -7.414 -7.488 -7.715 -12.216 -15.648 -7.409 -7.268 -7.538 -7.664
0.0152 0.01508 9.00000 2.3090233803 2.5796842575    2.258  3.682  3.5180  0.134    8  0.568  0.386   150.52    82.37    53.01    41.04    33.68  2  -6.5e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.435 -6.338 -7.221 -7.576 -7.729 -7.552 -7.705 -7.779 -8.016 -12.516 -15.949 -7.687 -7.551 -7.834 -7.966
0.0152 0.01508 9.00000 2.3090362549 2.5796847343    2.257  3.726  3.5128  0.069    8  0.569  0.386   171.06    92.61    59.29    45.98    37.74  2 -1.02e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.545 -6.464 -7.353 -7.720 -7.877 -7.700 -7.857 -7.931 -8.178 -12.676 -16.110 -7.832 -7.699 -7.992 -8.128
0.0152 0.01508 9.00000 2.3090507984 2.5796852112    2.256  3.744  3.5106  0.042    8  0.571  0.386   180.44    97.26    62.12    48.21    39.58  2 -1.24e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.590 -6.516 -7.408 -7.779 -7.939 -7.761 -7.920 -7.994 -8.248 -12.745 -16.179 -7.892 -7.760 -8.061 -8.199
0.0152 0.01508 9.00000 2.3090677261 2.5796856880    2.254  3.752  3.5096  0.029    8  0.572  0.386   185.02    99.51    63.50    49.30    40.48  2 -1.35e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.611 -6.540 -7.433 -7.807 -7.967 -7.789 -7.949 -8.023 -8.281 -12.776 -16.211 -7.919 -7.788 -8.092 -8.231
0.0152 0.01508 9.00000 2.3090679646 2.5796856880    2.253  3.696  3.5162  0.112    8  0.572  0.386   157.01    85.62    55.00    42.61    34.97  2 -7.54e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.469 -6.377 -7.263 -7.622 -7.776 -7.599 -7.753 -7.827 -8.066 -12.566 -15.999 -7.733 -7.598 -7.883 -8.016
0.0152 0.01508 9.00000 2.3090691566 2.5796856880    2.253  3.585  3.5293  0.275    8  0.572  0.386   113.93    63.81    41.54    32.04    26.28  2 -4.35e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.193 -6.057 -6.930 -7.259 -7.402 -7.228 -7.370 -7.444 -7.670 -12.171 -15.604 -7.368 -7.226 -7.494 -7.619
0.0152 0.01508 9.00000 2.3090715408 2.5796856880    2.253  3.391  3.5524  0.562    8  0.572  0.386    64.66    37.98    25.30    19.37    15.87  3 -1.91e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.707 -5.493 -6.332 -6.618 -6.742 -6.575 -6.693 -6.768 -6.972 -11.474 -14.906 -6.717 -6.570 -6.810 -6.922
0.0152 0.01508 9.00000 2.3090753555 2.5796859264    2.252  3.340  3.5584  0.636    8  0.573  0.386    55.84    33.20    22.26    17.00    13.92  3 -1.54e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.581 -5.349 -6.176 -6.452 -6.571 -6.409 -6.519 -6.595 -6.793 -11.295 -14.727 -6.548 -6.403 -6.635 -6.743
0.0152 0.01508 9.00000 2.3090806007 2.5796859264    2.251  3.398  3.5515  0.550    8  0.573  0.386    66.10    38.75    25.80    19.75    16.18  3 -1.98e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.725 -5.514 -6.355 -6.643 -6.767 -6.600 -6.719 -6.794 -6.998 -11.500 -14.933 -6.742 -6.595 -6.836 -6.948
0.0152 0.01508 9.00000 2.3090872765 2.5796861649    2.251  3.515  3.5376  0.378    8  0.574  0.386    92.92    52.95    34.75    26.73    21.92  2 -3.25e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.018 -5.852 -6.715 -7.028 -7.164 -6.991 -7.125 -7.200 -7.418 -11.919 -15.352 -7.134 -6.988 -7.247 -7.367
0.0152 0.01508 9.00000 2.3090956211 2.5796864033    2.249  3.630  3.5239  0.208    8  0.574  0.386   129.95    71.99    46.61    36.02    29.55  2 -5.26e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.305 -6.187 -7.065 -7.407 -7.554 -7.379 -7.526 -7.600 -7.831 -12.332 -15.764 -7.516 -7.377 -7.652 -7.780
0.0152 0.01508 9.00000 2.3091058731 2.5796868801    2.248  3.709  3.5144  0.090    8  0.575  0.386   163.91    89.06    57.10    44.27    36.34  2 -8.76e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.503 -6.418 -7.305 -7.668 -7.824 -7.647 -7.802 -7.876 -8.118 -12.617 -16.050 -7.780 -7.646 -7.934 -8.068
0.0152 0.01508 9.00000 2.3091180325 2.5796871185    2.246  3.750  3.5094  0.029    8  0.576  0.386   184.76    99.38    63.41    49.23    40.42  2 -1.34e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.605 -6.535 -7.428 -7.802 -7.962 -7.784 -7.944 -8.018 -8.276 -12.771 -16.205 -7.914 -7.783 -8.087 -8.226
0.0152 0.01508 9.00000 2.3091318607 2.5796875954    2.245  3.766  3.5075  0.005    8  0.577  0.386   193.83   103.84    66.12    51.38    42.19  2 -1.58e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.645 -6.582 -7.476 -7.854 -8.016 -7.838 -7.999 -8.073 -8.341 -12.833 -16.269 -7.966 -7.837 -8.150 -8.291
0.0152 0.01508 9.00000 2.3091478348 2.5796880722    2.242  3.773  3.5066 -0.006    8  0.579  0.386   197.80   105.78    67.30    52.31    42.95  2  -1.7e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.662 -6.601 -7.496 -7.876 -8.039 -7.861 -8.022 -8.096 -8.369 -12.860 -16.296 -7.987 -7.860 -8.178 -8.320
0.0152 0.01508 9.00000 2.3091480732 2.5796880722    2.242  3.731  3.5116  0.056    8  0.579  0.386   175.19    94.65    60.52    46.96    38.55  2 -1.11e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.558 -6.481 -7.371 -7.741 -7.899 -7.721 -7.879 -7.954 -8.204 -12.701 -16.135 -7.853 -7.720 -8.017 -8.154
0.0152 0.01508 9.00000 2.3091492653 2.5796880722    2.242  3.620  3.5250  0.221    8  0.579  0.386   126.54    70.26    45.53    35.18    28.86  2  -5.1e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.280 -6.159 -7.035 -7.374 -7.521 -7.346 -7.492 -7.566 -7.795 -12.296 -15.729 -7.484 -7.344 -7.617 -7.745
0.0152 0.01508 9.00000 2.3091516495 2.5796883106    2.241  3.429  3.5482  0.504    8  0.579  0.386    72.28    42.07    27.90    21.39    17.53  3 -2.29e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.802 -5.601 -6.448 -6.742 -6.869 -6.699 -6.822 -6.897 -7.105 -11.606 -15.039 -6.843 -6.694 -6.940 -7.055
0.0152 0.01508 9.00000 2.3091554642 2.5796883106    2.241  3.377  3.5544  0.581    8  0.579  0.386    62.16    36.64    24.45    18.71    15.32  3 -1.84e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.673 -5.453 -6.288 -6.571 -6.693 -6.528 -6.644 -6.719 -6.921 -11.423 -14.855 -6.670 -6.523 -6.760 -6.871
0.0152 0.01508 9.00000 2.3091604710 2.5796885490    2.240  3.434  3.5475  0.496    8  0.580  0.386    73.46    42.69    28.29    21.70    17.78  3 -2.34e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.815 -5.617 -6.464 -6.759 -6.887 -6.717 -6.841 -6.916 -7.124 -11.626 -15.058 -6.861 -6.712 -6.959 -7.074
0.0152 0.01508 9.00000 2.3091671467 2.5796887875    2.238  3.547  3.5338  0.328    8  0.580  0.386   102.35    57.85    37.82    29.13    23.89  2 -3.78e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.098 -5.946 -6.813 -7.134 -7.273 -7.100 -7.237 -7.312 -7.533 -12.034 -15.467 -7.241 -7.097 -7.360 -7.483
0.0152 0.01508 9.00000 2.3091754913 2.5796890259    2.237  3.658  3.5203  0.163    8  0.581  0.386   141.66    77.91    50.25    38.89    31.91  2    -6e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.374 -6.269 -7.150 -7.500 -7.651 -7.475 -7.625 -7.699 -7.934 -12.434 -15.867 -7.611 -7.473 -7.753 -7.883
0.0152 0.01508 9.00000 2.3091855049 2.5796892643    2.235  3.734  3.5110  0.049    8  0.582  0.386   177.37    95.72    61.17    47.48    38.98  2 -1.15e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.565 -6.490 -7.381 -7.752 -7.911 -7.733 -7.892 -7.966 -8.218 -12.715 -16.149 -7.864 -7.732 -8.031 -8.168
0.0152 0.01508 9.00000 2.3091974258 2.5796895027    2.233  3.773  3.5061 -0.010    8  0.583  0.386   199.35   106.52    67.75    52.67    43.25  2 -1.74e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.663 -6.604 -7.500 -7.881 -8.044 -7.866 -8.028 -8.102 -8.376 -12.867 -16.302 -7.992 -7.865 -8.184 -8.327
0.0152 0.01508 9.00000 2.3092112541 2.5796899796    2.231  3.789  3.5040 -0.035    8  0.584  0.386   209.25   111.35    70.67    54.98    45.15  2 -2.06e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.703 -6.651 -7.549 -7.934 -8.099 -7.922 -8.085 -8.159 -8.444 -12.932 -16.369 -8.045 -7.921 -8.251 -8.395
0.0152 0.01508 9.00000 2.3092269897 2.5796904564    2.228  3.796  3.5031 -0.046    8  0.586  0.386   214.01   113.66    72.07    56.09    46.07  2 -2.23e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.721 -6.672 -7.570 -7.958 -8.124 -7.948 -8.111 -8.186 -8.479 -12.965 -16.402 -8.069 -7.947 -8.285 -8.431
0.0152 0.01508 9.00000 2.3092272282 2.5796904564    2.228  3.769  3.5063 -0.006    8  0.586  0.386   197.72   105.72    67.25    52.28    42.93  2 -1.68e-07      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.653 -6.593 -7.489 -7.869 -8.032 -7.854 -8.016 -8.090 -8.362 -12.853 -16.289 -7.980 -7.854 -8.171 -8.313
0.0152 0.01508 9.00000 2.3092284203 2.5796904564    2.227  3.657  3.5201  0.161    8  0.586  0.386   142.17    78.16    50.40    39.01    32.01  2 -6.07e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.374 -6.269 -7.151 -7.501 -7.651 -7.476 -7.626 -7.700 -7.935 -12.435 -15.868 -7.612 -7.474 -7.754 -7.884
0.0152 0.01508 9.00000 2.3092303276 2.5796906948    2.227  3.469  3.5433  0.441    8  0.586  0.386    81.70    47.07    31.05    23.86    19.55  3 -2.77e-08      0.00 6.769e-01 3.077e-01 1.781e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.904 -5.719 -6.574 -6.876 -7.008 -6.837 -6.964 -7.039 -7.252 -11.753 -15.186 -6.980 -6.832 -7.084 -7.202
0.0152 0.01508 9.00000 2.3092336655 2.5796906948    2.226  3.416  3.5498  0.521    8  0.586  0.386    69.87    40.79    27.08    20.76    17.01  3 -2.22e-08      0.00 6.769e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.771 -5.565 -6.409 -6.699 -6.825 -6.657 -6.778 -6.853 -7.059 -11.561 -14.994 -6.800 -6.652 -6.896 -7.009
0.0152 0.01508 9.00000 2.3092381954 2.5796909332    2.225  3.472  3.5430  0.438    8  0.587  0.386    82.29    47.38    31.25    24.01    19.68  3 -2.81e-08      0.00 6.769e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -3.909 -5.726 -6.581 -6.884 -7.015 -6.844 -6.973 -7.047 -7.260 -11.762 -15.195 -6.987 -6.840 -7.092 -7.210
0.0152 0.01508 9.00000 2.3092441559 2.5796909332    2.224  3.580  3.5295  0.275    8  0.587  0.386   113.42    63.56    41.37    31.92    26.18  2 -4.43e-08      0.00 6.769e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.180 -6.043 -6.916 -7.245 -7.388 -7.214 -7.355 -7.429 -7.655 -12.156 -15.589 -7.353 -7.211 -7.479 -7.605
0.0152 0.01508 9.00000 2.3092515469 2.5796911716    2.222  3.686  3.5164  0.117    8  0.588  0.386   155.01    84.60    54.36    42.12    34.57  2 -7.14e-08      0.00 6.769e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.444 -6.352 -7.237 -7.596 -7.749 -7.573 -7.727 -7.800 -8.039 -12.539 -15.972 -7.707 -7.572 -7.856 -7.989
0.0152 0.01508 9.00000 2.3092606068 2.5796914101    2.220  3.758  3.5074  0.008    8  0.589  0.386   192.16   102.98    65.59    50.97    41.85  2 -1.51e-07      0.00 6.769e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.625 -6.562 -7.456 -7.835 -7.996 -7.818 -7.979 -8.053 -8.318 -12.812 -16.246 -7.945 -7.817 -8.128 -8.269
0.0152 0.01508 9.00000 2.3092710972 2.5796918869    2.218  3.795  3.5027 -0.048    8  0.590  0.386   214.62   113.95    72.24    56.23    46.18  2 -2.23e-07      0.00 6.769e-01 3.077e-01 1.782e-03 2.417e-03 6.160e-03 -1.000 1.536e-02 -4.717 -6.669 -7.568 -7.957 -8.123 -7.946 -8.110 -8.185 -8.478 -12.964 -16.401 -8.067 -7.946 -8.284 -8.430
