 #  ,typed ident ,            identifier             ,         typ          ,                                                                  all types                                                                  ,     coord1 (ICRS|J2000/2000)      ,       pm       ,   plx   ,   radvel   ,  Mag B  ,  Mag V  ,  Mag I  ,  spec. type   ,        morph. type        ,      ang. size      ,#parents,#children,#siblings,#bib
129 ,PK 212+04.1 ,PN M 1-9                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,106.3300006771000 +02.7831811593800,   -1.243 0.365 ,0.1114   ,118.0       ,         ,         ,         ,               ,                           ,0.037 0.037          ,0       ,0        ,0        ,  87
130 ,PK 225-02.1 ,PN Sa 2-4                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Infrared|PlanetaryNeb_Candidate                                                                                    ,106.68671 -11.75567                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
131 ,PK 217+02.1 ,PN St 3-1                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Infrared                                                                                                      ,106.7121267177000 -03.0858824040700,                ,         ,54.5        ,16.5     ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  27
132 ,PK 234-06.1 ,PN K 2-3                           ,PlanetaryNeb          ,PlanetaryNeb|Galaxy                                                                                                                          ,106.7367 -22.0406                  ,                ,         ,738         ,15.8     ,         ,         ,               ,dIrr  D 2014MNRAS.444.3052Y, 1.62  0.93          ,1       ,0        ,0        ,  47
133 ,PK 215+03.1 ,NGC 2346                           ,PlanetaryNeb          ,PlanetaryNeb|Variable*|Star|Infrared                                                                                                         ,107.3438399168500 -00.8065586103700,  -2.072 -1.213 ,0.7223   ,47.00       ,11.76    ,11.58    ,         ,A5V            ,                           ,0.910 0.910          ,0       ,0        ,0        , 564
134 ,PK 232-04.1 ,PN M 1-11                          ,PlanetaryNeb          ,PlanetaryNeb|cmRad|Variable*|Star|Galaxy|Infrared                                                                                            ,107.8195620066500 -19.8508051323400,    0.240 2.427 ,0.2174   ,16.3        ,         ,13.5     ,         ,WC10-11        ,                           ,0.403 0.347          ,0       ,0        ,0        , 144
135 ,PK 229-02.1 ,PN K 1-10                          ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,108.147888 -16.099919              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  41
136 ,PK 258-15.1 ,WRAY 17-1                          ,PlanetaryNeb          ,PlanetaryNeb|WhiteDwarf|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                          ,108.7059336241600 -46.9608886287500,    0.456 3.699 ,0.4665   ,            ,13.8     ,13.00    ,         ,PG1159         ,                           ,                     ,0       ,0        ,0        ,  78
137 ,PK 240-07.1 ,PN M 3-2                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,108.7080096539800 -27.8397871099000,   -0.729 1.870 ,0.0771   ,67.7        ,         ,         ,         ,               ,                           ,0.127 0.127          ,0       ,0        ,0        ,  75
138 ,PK 225+00.1 ,PN We 2-37                         ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,109.0333 -10.8850                  ,                ,         ,            ,         ,         ,         ,               ,                           , 1.74  1.18          ,0       ,0        ,0        ,  12
139 ,PK 224+01.1 ,PN We 1-6                          ,PlanetaryNeb          ,PlanetaryNeb|blue|Star                                                                                                                       ,109.3585104356000 -10.1769276375400,   2.043 -2.318 ,0.7025   ,            ,         ,         ,         ,               ,                           ,1.033 1.033          ,0       ,0        ,0        ,  32
140 ,PK 247-10.1 ,WRAY 17-2                          ,PlanetaryNeb_Candidate,PlanetaryNeb|Infrared|PlanetaryNeb_Candidate                                                                                                 ,109.55583 -34.91206                ,                ,         ,            ,         ,17.00    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  11
141 ,PK 235-03.1 ,PN M 1-12                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,109.8394521618500 -21.7320561745400,   -1.186 1.270 ,0.2191   ,95.8        ,         ,14.08    ,         ,WC10-11        ,                           ,                     ,0       ,0        ,0        , 115
142 ,PK 199+14.1 ,EM* StHA 62                        ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                       ,110.0064430199900 +18.2905294457800,  -0.599 -1.000 ,0.0448   ,            ,12.59    ,12.58    ,12.74    ,B0.5I          ,                           ,                     ,0       ,0        ,0        ,  22
143 ,PK 232-01.1 ,PN M 1-13                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,110.312654 -18.142958              ,                ,         ,45.5        ,11.0     ,         ,         ,               ,                           ,0.253 0.218          ,0       ,0        ,0        ,  94
144 ,PK 214+07.1 ,PN A66 20                          ,PlanetaryNeb          ,PlanetaryNeb|blue|blue|Star|Infrared                                                                                                         ,110.7403043536900 +01.7594284733800,   -6.449 2.263 ,0.542    ,            ,16.216   ,16.466   ,16.701   ,               ,                           ,1.117 1.117          ,0       ,0        ,0        ,  83
145 ,PK 189+19.1 ,NGC 2371                           ,PlanetaryNeb          ,blue|PlanetaryNeb|WhiteDwarf|Star|Infrared                                                                                                   ,111.3945349704200 +29.4906750700200,  -1.256 -7.078 ,0.5812   ,21.0        ,14.48    ,13.5     ,         ,Oe             ,                           ,0.727 0.727          ,0       ,0        ,0        , 360
146 ,PK 221+05.2 ,PN Y-C 37                          ,PlanetaryNeb_Candidate,PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                                            ,111.6154317569400 -05.3671203451400,   -2.444 0.194 ,0.223    ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   5
147 ,PK 221+05.1 ,PN M 3-3                           ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star                                                                                                               ,111.642617 -05.364489              ,                ,         ,95.0        ,         ,         ,         ,               ,                           ,0.203 0.203          ,0       ,0        ,0        ,  78
148 ,PK 235-01.1 ,PN M 1-14                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,111.9854591032100 -20.2229584681800,   -0.978 2.212 ,0.0966   ,77.4        ,         ,         ,         ,O(H)7-9        ,                           ,0.09418800 0.09184866,0       ,0        ,0        , 101
149 ,PK 248-08.1 ,PN M 4-2                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,112.2242704092200 -35.7538989025500,   -1.861 3.655 ,0.9571   ,            ,         ,13.70    ,         ,wels           ,                           ,0.100 0.100          ,0       ,0        ,0        ,  53
150 ,PK 205+14.1 ,PN A66 21                          ,PlanetaryNeb          ,PlanetaryNeb|HIIReg|WhiteDwarf|Star|Infrared                                                                                                 ,112.2612902725800 +13.2468298764400,  -2.929 -8.480 ,1.689    ,28.8        ,15.67    ,15.99    ,         ,DOZ            ,                           ,10.250 10.250        ,0       ,0        ,0        , 186
151 ,PK 197+17.1 ,NGC 2392                           ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Variable*|Star|Infrared|Radio                                                                                           ,112.2948630825400 +20.9117985800200,   -1.613 0.789 ,0.5451   ,84.2        ,         ,9.68     ,         ,O6f            ,                           ,0.33549997 0.33528835,0       ,0        ,0        , 711
152 ,PK 219+07.1 ,PN G219.2+07.5                     ,PlanetaryNeb          ,HotSubdwarf|PlanetaryNeb|blue|Star|Infrared|PlanetaryNeb_Candidate                                                                           ,112.4936468161800 -02.1104447385000,   1.747 -0.215 ,0.2655   ,            ,12.830   ,13.017   ,13.164   ,sdO            ,                           ,                     ,0       ,0        ,0        ,  68
153 ,PK 238-01.1 ,PN KW 8                            ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,113.354146 -23.435769              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  10
154 ,PK 215+11.1 ,PN K 1-11                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|WhiteDwarf_Candidate                                                                                                ,114.0329916526600 +02.7076511075900,  -0.932 -2.970 ,1.1707   ,            ,19.24    ,19.59    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  38
155 ,PK 226+05.1 ,PN M 1-16                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,114.328758 -09.646656              ,                ,         ,65.6        ,12.7     ,         ,         ,               ,                           ,0.193 0.135          ,0       ,0        ,0        , 178
156 ,PK 228+05.1 ,PN M 1-17                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,115.0923851498000 -11.5416065669900,                ,         ,49.3        ,         ,         ,         ,               ,                           ,0.193 0.128          ,0       ,0        ,0        ,  98
157 ,PK 231+04.2 ,NGC 2438                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|Radio|WhiteDwarf_Candidate                                                                                 ,115.4604976057900 -14.7354083735400,   -5.625 1.519 ,1.3831   ,77.0        ,         ,         ,         ,               ,                           ,1.173 1.173          ,0       ,0        ,0        , 280
158 ,PK 234+02.1 ,NGC 2440                           ,PlanetaryNeb          ,PlanetaryNeb|smmRad|cmRad|Star|Galaxy|Infrared|Radio|UV                                                                                      ,115.47879 -18.20825                ,                ,         ,62.7        ,18.9     ,         ,         ,               ,                           ,0.36363664 0.34044999,0       ,0        ,0        , 642
159 ,PK 231+04.1 ,PN M 1-18                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,115.517363 -14.353686              ,                ,         ,18.0        ,         ,         ,         ,               ,                           ,0.507 0.507          ,0       ,0        ,0        ,  46
160 ,PK 247-04.1 ,NAME FEGU 248-5                    ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Infrared|Radio                                                                                                     ,115.5983 -32.7958                  ,                ,         ,            ,17.0     ,17.5     ,         ,               ,                           , 3.01  2.55          ,0       ,0        ,0        ,  14
161 ,PK 249-05.1 ,PN A66 23                          ,PlanetaryNeb          ,PlanetaryNeb|FarIR|Star|Galaxy|Infrared                                                                                                      ,115.824933 -34.754344              ,                ,         ,            ,         ,         ,         ,               ,                           ,0.900 0.900          ,1       ,0        ,0        ,  32
162 ,PK 264-12.1 ,WRAY 16-8                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,116.8335058935400 -51.2509535005200,   -1.237 3.846 ,0.0885   ,133.0       ,11.9     ,12.80    ,         ,Of(H)          ,                           ,0.04880333 0.04879633,0       ,0        ,0        , 110
163 ,PK 243-01.1 ,NGC 2452                           ,PlanetaryNeb          ,PlanetaryNeb|PulsV*|HIIReg|Variable*|EmLine*|Star|Galaxy|Infrared|Radio                                                                      ,116.8594372938100 -27.3352277728300,   -2.565 3.126 ,0.3422   ,68.0        ,17.9     ,12.20    ,         ,[WO1]          ,                           ,0.30530331 0.30485168,0       ,0        ,0        , 251
164 ,PK 235+04.1 ,PN Y-C 40                          ,PlanetaryNeb_Candidate,PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                                            ,117.5118351471900 -17.8676173177700,   -7.398 2.051 ,0.7917   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   5
165 ,PK 236+03.1 ,PN K 1-12                          ,PlanetaryNeb          ,PlanetaryNeb|Galaxy                                                                                                                          ,117.548342 -19.304575              ,                ,         ,58.8        ,         ,         ,         ,               ,                           ,0.617 0.617          ,0       ,0        ,0        ,  40
166 ,PK 217+14.1 ,PN A66 24                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|WhiteDwarf_Candidate                                                                                          ,117.9064731571900 +03.0058769117800,  -4.272 -0.698 ,1.391    ,12.7        ,16.97    ,17.18    ,         ,               ,                           ,5.913 5.913          ,0       ,0        ,0        , 102
167 ,PK 259-09.1 ,PN Y-C 2-2                         ,PlanetaryNeb_Candidate,PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                                            ,118.1931578293000 -45.2005774180200,   -4.290 6.494 ,0.1967   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
168 ,PK 252-04.1 ,PN Sa 2-18                         ,PlanetaryNeb_Candidate,PlanetaryNeb|EmObj|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                               ,118.2406205697000 -36.7318402861800,                ,         ,            ,         ,15.5     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  17
169 ,PK 211+18.1 ,PN HDW 7                           ,PlanetaryNeb          ,WhiteDwarf|PlanetaryNeb|blue|CataclyV*|PlanetaryNeb|Star|CataclyV*_Candidate                                                                 ,118.7971124404000 +09.5525504161600,   -2.893 0.280 ,0.7007   ,            ,17.3     ,17.6     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  26
170 ,PK 241+02.1 ,PN M 3-4                           ,PlanetaryNeb          ,PlanetaryNeb|EmObj|Star|Galaxy|Infrared                                                                                                      ,118.7974921181800 -23.6368350776500,   -0.727 0.682 ,0.2702   ,25.0        ,         ,14.40    ,         ,               ,                           ,0.230 0.230          ,0       ,0        ,0        ,  69
171 ,PK 251-03.1 ,WRAY 17-10                         ,PlanetaryNeb          ,PlanetaryNeb|Star|PlanetaryNeb_Candidate                                                                                                     ,119.277275 -36.113878              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  13
172 ,PK 164+31.1 ,PN ARO 121                         ,PlanetaryNeb          ,WhiteDwarf|PlanetaryNeb|Star|Infrared                                                                                                        ,119.4650705155500 +53.4213751346800,   0.426 -1.157 ,1.0647   ,-84.3       ,16.775   ,17.128   ,17.501   ,DQ             ,                           ,6.333 6.333          ,0       ,0        ,0        , 158
173 ,PK 245+01.1 ,PN M 3-5                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,120.620650 -27.698611              ,                ,         ,64.0        ,         ,14.40    ,         ,               ,                           ,0.197 0.161          ,0       ,0        ,0        ,  84
174 ,PK 251-01.1 ,PN K 1-21                          ,PlanetaryNeb          ,PlanetaryNeb|Galaxy                                                                                                                          ,121.059138 -34.268700              ,                ,         ,            ,         ,         ,         ,               ,                           ,0.483 0.483          ,0       ,0        ,0        ,  25
175 ,PK 263-08.1 ,ESO 209-15                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy                                                                                                                     ,121.296608 -48.391928              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  12
176 ,PK 257-05.1 ,PN G257.8-05.4                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,121.390325 -41.938056              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
177 ,PK 255-03.1 ,PN G255.3-03.6                     ,PlanetaryNeb          ,PlanetaryNeb|EmObj|PlanetaryNeb|Star|Infrared                                                                                                ,121.61817 -38.89000                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
178 ,PK 224+15.1 ,PN K 1-13                          ,PlanetaryNeb          ,PlanetaryNeb|blue|Star                                                                                                                       ,121.6937546267000 -02.8764392740000,   -1.439 3.532 ,0.3862   ,16.0        ,18.051   ,18.425   ,18.846   ,               ,                           ,2.767 2.767          ,0       ,0        ,0        ,  40
179 ,PK 246+02.1 ,WRAY 16-13                         ,PlanetaryNeb_Candidate,PlanetaryNeb|PlanetaryNeb_Candidate                                                                                                          ,122.1471 -27.6875                  ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  13
180 ,PK 238+07.2 ,PN Sa 2-21                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy                                                                                                                     ,122.1846 -19.2339                  ,                ,         ,            ,14       ,         ,         ,               ,                           , 0.81  0.69          ,0       ,0        ,0        ,  34
181 ,PK 250+00.1 ,PN A66 26                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,122.256850 -32.673586              ,                ,         ,            ,11.86    ,11.58    ,         ,               ,                           ,0.667 0.667          ,0       ,0        ,0        ,  35
182 ,PK 240+07.1 ,PN Y-C 2-5                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,122.6735052497800 -20.5256415002900,   -1.563 0.815 ,0.1541   ,            ,         ,         ,         ,wels           ,                           ,0.167 0.140          ,0       ,0        ,0        ,  40
183 ,PK 211+22.1 ,EGB 5                              ,HotSubdwarf           ,HotSubdwarf|SB*|HIIReg|blue|PlanetaryNeb|Star|Infrared                                                                                       ,122.8031907947100 +10.9547498290000,  -17.022 5.278 ,1.5932   ,68.50       ,         ,14.2     ,         ,sdB            ,                           ,                     ,0       ,0        ,0        ,  49
184 ,PK 264-08.1 ,WRAY 16-16                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,122.882500 -48.721583              ,                ,         ,88.0        ,12.4     ,12.40    ,         ,               ,                           ,0.253 0.198          ,0       ,0        ,0        ,  73
185 ,PK 251+00.1 ,WRAY 17-15                         ,PlanetaryNeb          ,PlanetaryNeb|ISM|PlanetaryNeb_Candidate                                                                                                      ,123.338729 -33.017931              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  16
186 ,PK 257-02.1 ,PN G257.1-02.6                     ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared                                                                                                    ,124.041796 -39.864261              ,                ,         ,            ,15.0     ,14.5     ,         ,               ,                           ,0.210 0.160          ,0       ,0        ,0        ,  18
187 ,PK 263-05.1 ,PN PB 2                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,125.1674477652700 -46.3829191166200,   -1.778 2.081 ,0.2506   ,            ,         ,13.60    ,         ,wels?          ,                           ,0.050 0.050          ,0       ,0        ,0        ,  54
188 ,PK 253+00.1 ,PN MeWe 2-1                        ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|EmObj                                                                                                              ,125.21833 -35.27611                ,                ,         ,            ,         ,19.00    ,         ,               ,                           , 0.40  0.40          ,0       ,0        ,0        ,   8
189 ,PK 261-04.1 ,WRAY 16-19                         ,PlanetaryNeb_Candidate,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,125.2671240292800 -44.3982684811700,   -1.141 2.337 ,0.639    ,            ,         ,14.50    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  12
190 ,PK 262-04.1 ,WRAY 17-18                         ,PlanetaryNeb          ,PlanetaryNeb|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                          ,125.974271 -45.519639              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  22
191 ,PK 257-00.1 ,WRAY 17-19                         ,PlanetaryNeb_Candidate,PlanetaryNeb|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                          ,126.773942 -39.037472              ,                ,         ,            ,         ,         ,         ,               ,                           ,0.143 0.143          ,0       ,0        ,0        ,   6
192 ,PK 258-00.1 ,EM* AS 200                         ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|EmObj|Star|Galaxy|Infrared                                                                                              ,127.1164880455500 -39.3944558512900,   -1.292 2.890 ,0.2027   ,53.1        ,12       ,14.00    ,         ,[WC]           ,                           ,0.293 0.229          ,0       ,0        ,0        ,  86
193 ,PK 257+00.1 ,PN VBRC 1                          ,PlanetaryNeb          ,PlanetaryNeb|HIIReg|Galaxy|Infrared|ISM                                                                                                      ,127.725821 -38.301939              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  29
194 ,PK 249+06.1 ,EM* AS 201                         ,PlanetaryNeb          ,Symbiotic*|PlanetaryNeb|Variable*|EmObj|EmLine*|Star|Infrared                                                                                ,127.9286784507000 -27.7587620902400,   -2.201 1.490 ,0.4156   ,24.18       ,13       ,11.80    ,         ,F9III          ,                           ,                     ,0       ,0        ,0        ,  87
195 ,PK 252+04.1 ,PN K 1-1                           ,PlanetaryNeb          ,PlanetaryNeb|Galaxy                                                                                                                          ,127.969304 -32.102414              ,                ,         ,            ,         ,         ,         ,               ,                           ,0.723 0.723          ,0       ,0        ,0        ,  45
196 ,PK 239+13.1 ,NGC 2610                           ,PlanetaryNeb          ,PlanetaryNeb|blue|Star|Infrared                                                                                                              ,128.3475993403000 -16.1493879821100,   -6.477 5.754 ,0.5785   ,88.0        ,9.02     ,         ,         ,               ,                           ,0.573 0.573          ,0       ,0        ,0        , 179
197 ,PK 265-04.1 ,ESO 259-10                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,128.5294320399000 -47.2769734582100,   -6.210 5.213 ,0.9171   ,49.0        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  18
198 ,PK 264-03.1 ,WRAY 17-20                         ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb_Candidate                                                                                                          ,128.614529 -46.426042              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  11
199 ,PK 255+03.1 ,WRAY 16-22                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy                                                                                                                     ,129.06850 -35.25039                ,                ,         ,            ,         ,16.00    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  18
200 ,PK 259+00.1 ,WRAY 16-23                         ,PlanetaryNeb          ,PlanetaryNeb|RefNeb|Star|Galaxy|Infrared|ISM                                                                                                 ,129.28375 -39.41861                ,                ,         ,            ,14       ,15.59    ,         ,               ,                           ,  1     1            ,0       ,0        ,0        ,  75
201 ,PK 260+00.2 ,PN Vo 3                            ,PlanetaryNeb          ,cmRad|PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared|ISM|PlanetaryNeb_Candidate                                                              ,129.352463 -40.635303              ,                ,         ,            ,         ,         ,         ,               ,                           ,0.260 0.239          ,0       ,0        ,0        ,  18
202 ,PK 244+12.1 ,PN A66 29                          ,PlanetaryNeb          ,PlanetaryNeb|blue|Star|Galaxy|WhiteDwarf_Candidate                                                                                           ,130.0788402419800 -20.9101708596200,   -1.633 3.680 ,0.9401   ,            ,18.12    ,18.35    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  38
203 ,PK 254+05.1 ,PN M 3-6                           ,PlanetaryNeb          ,PlanetaryNeb|cmRad|Star|Galaxy|Infrared                                                                                                      ,130.1676086618200 -32.3759988581100,   -0.130 3.914 ,0.3459   ,31.1        ,         ,12.79    ,         ,[WC]           ,                           ,0.307 0.251          ,0       ,0        ,0        , 106
204 ,PK 256+03.1 ,WRAY 16-26                         ,PlanetaryNeb_Candidate,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,130.31296 -36.03292                ,                ,         ,            ,15.58    ,16.70    ,17.68    ,               ,                           ,                     ,0       ,0        ,0        ,  10
205 ,PK 158+37.1 ,PN A66 28                          ,PlanetaryNeb          ,WhiteDwarf|WhiteDwarf|PlanetaryNeb|Star                                                                                                      ,130.3981456851100 +58.2301068499800,   2.554 -7.854 ,2.6058   ,-2.0        ,16.280   ,16.557   ,16.877   ,DAH:           ,                           ,4.467 4.467          ,0       ,0        ,0        ,  54
206 ,PK 260+00.1 ,PK 260+00 1                        ,RefNeb                ,PlanetaryNeb|RefNeb|ISM                                                                                                                      ,130.56671 -40.73522                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  12
207 ,PK 267-03.1 ,WRAY 16-28                         ,PlanetaryNeb          ,PlanetaryNeb|cmRad|PlanetaryNeb|Galaxy|Infrared|Radio                                                                                        ,130.872283 -48.913181              ,                ,         ,            ,         ,15.80    ,         ,               ,                           ,0.190 0.167          ,0       ,0        ,0        ,  14
208 ,PK 265-02.1 ,Ve 7-26                            ,PlanetaryNeb          ,EmLine*|cmRad|PlanetaryNeb|Star|Galaxy|Infrared                                                                                              ,130.8670662850600 -46.1110990222100,                ,         ,            ,         ,14.00    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  26
209 ,PK 208+33.1 ,PN A66 30                          ,PlanetaryNeb          ,blue|Variable*|PlanetaryNeb|**|Star|Galaxy|Infrared|UV|X                                                                                     ,131.7227666145300 +17.8795470540500,  -5.722 -1.249 ,0.4517   ,            ,14.23    ,14.30    ,         ,[WC5]          ,                           ,0.287 0.132          ,0       ,4        ,0        , 400
210 ,PK 263+00.1 ,PN K 2-15                          ,HIIReg                ,HIIReg|OpenCluster|PlanetaryNeb|Star|Galaxy|Infrared|ISM                                                                                     ,132.1627307673600 -42.8983349269400,   -5.555 4.680 ,0.477    ,            ,12.86    ,12.01    ,10.79    ,B0V            ,                           ,                     ,0       ,0        ,0        ,  66
211 ,PK 261+02.1 ,EM* AS 204                         ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Cloud|EmLine*|DarkNeb|EmObj|Star|Galaxy|Infrared|Radio                                                             ,133.3786724287500 -40.0618832501300,                ,         ,16.4        ,         ,14.00    ,         ,               ,                           , 12    12            ,0       ,0        ,0        ,  84
212 ,PK 272-05.1 ,PN MeWe 1-1                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|ISM|Radio                                                                                                           ,133.4012 -54.0853                  ,                ,         ,            ,         ,         ,         ,               ,                           , 2.34  2.14          ,0       ,0        ,0        ,  23
213 ,PK 219+31.1 ,PN A66 31                          ,PlanetaryNeb          ,PlanetaryNeb|blue|PlanetaryNeb|NearIR|WhiteDwarf|blue|HIIReg|Star|Infrared                                                                   ,133.5548504774800 +08.8980392975000,  -9.967 -8.567 ,1.8421   ,41.0        ,15.201   ,15.544   ,15.831   ,DAO            ,                           ,16.200 16.200        ,0       ,0        ,0        , 125
214 ,PK 269-03.1 ,PN PB 3                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,133.5764908863100 -50.5396112255400,                ,         ,            ,         ,14.40    ,         ,               ,                           ,0.197 0.189          ,0       ,0        ,0        ,  50
215 ,PK 253+10.1 ,PN K 1-2                           ,PlanetaryNeb          ,PlanetaryNeb|Variable*|Variable*|Star|Star|Galaxy|Infrared|ISM                                                                               ,134.4415089219800 -28.9601605129100,   -1.844 1.506 ,0.358    ,66.0        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        , 113
216 ,PK 270-02.1 ,WRAY 17-23                         ,PlanetaryNeb          ,cmRad|PlanetaryNeb|PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                         ,134.7621778536900 -50.3945051895900,                ,         ,            ,         ,16.70    ,         ,[WC5/6]        ,                           ,                     ,0       ,0        ,0        ,  17
217 ,PK 285-14.1 ,IC 2448                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|Radio                                                                                                      ,136.7763299082700 -69.9418590771300,   -5.911 6.249 ,0.2799   ,-24.0       ,11.1     ,11.10    ,         ,O(H)3III-V     ,                           ,0.347 0.333          ,0       ,0        ,0        , 229
218 ,PK 273-03.1 ,WRAY 16-35                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,137.1668814505100 -53.3204951354200,                ,         ,40.0        ,         ,13.50    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  39
219 ,PK 265+04.1 ,NGC 2792                           ,PlanetaryNeb          ,PlanetaryNeb|cmRad|Star|Galaxy|Infrared                                                                                                      ,138.110671 -42.427478              ,                ,         ,14.0        ,         ,11.8     ,         ,               ,                           ,0.350 0.315          ,0       ,0        ,0        , 175
